Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
30.05,61.94,57.63,red soil,Tobacco,5,9,33,DAP
23.59,54.55,43.39,sandy soil,Ground Nuts,40,1,4,DAP
22.2,55.19,60.43,black soil,Wheat,8,0,5,10-26-26
29.33,58.97,42.02,loamy soil,Cotton,11,4,46,17-17-17
28.33,61.2,58.57,red soil,Wheat,11,4,18,20-20
34.24,61.19,31.95,sandy soil,Maize,20,3,16,DAP
29.04,73.52,60.4,clayey soils,Oil seeds,4,3,15,28-28
32.64,52.05,29.73,sandy soil,Pulses,15,3,38,17-17-17
38.51,72.73,54.65,sandy soil,Paddy,39,0,3,14-35-14
26.36,58.22,35.11,loamy soil,Tobacco,37,2,3,Urea
26.86,60.39,30.72,clayey soils,Maize,34,0,0,Urea
28.96,54.55,40.7,black soil,Tobacco,12,0,18,DAP
31.35,64.03,52.01,black soil,Cotton,17,0,39,17-17-17
20.03,52.64,70.0,sandy soil,Sugarcane,13,0,13,20-20
37.86,61.26,47.91,loamy soil,Barley,15,14,14,Urea
34.3,73.98,23.5,sandy soil,Pulses,8,0,34,14-35-14
28.75,65.85,40.56,sandy soil,Ground Nuts,20,0,13,10-26-26
34.35,68.28,37.3,loamy soil,Wheat,45,0,2,20-20
29.5,58.68,59.82,sandy soil,Oil seeds,3,10,37,Urea
23.09,47.76,36.04,red soil,Barley,37,2,0,20-20
31.45,59.17,41.86,sandy soil,Maize,9,8,31,DAP
29.76,68.21,44.33,sandy soil,Wheat,8,12,10,DAP
23.9,52.22,35.06,black soil,Cotton,13,0,4,DAP
31.65,58.98,60.38,loamy soil,Wheat,19,0,23,28-28
32.72,68.34,67.2,red soil,Barley,14,0,37,DAP
39.16,69.41,37.45,red soil,Tobacco,17,0,40,17-17-17
30.58,57.79,62.55,loamy soil,Sugarcane,12,4,38,20-20
24.24,61.14,60.21,red soil,Wheat,10,0,10,14-35-14
36.13,58.84,40.14,clayey soils,Paddy,19,0,20,28-28
33.8,67.31,32.57,clayey soils,Paddy,9,19,18,17-17-17
22.83,48.52,61.42,black soil,Tobacco,13,0,12,Urea
27.46,63.46,32.44,sandy soil,Oil seeds,2,14,20,DAP
23.99,49.61,27.08,red soil,Millets,11,2,8,17-17-17
32.35,69.35,54.59,red soil,Oil seeds,13,8,35,10-26-26
32.05,53.97,35.02,loamy soil,Millets,41,0,0,Urea
23.89,51.43,32.44,clayey soils,Ground Nuts,38,2,0,20-20
25.23,47.76,41.74,black soil,Pulses,23,1,23,28-28
25.04,45.85,51.39,loamy soil,Tobacco,27,0,17,17-17-17
22.58,47.54,39.32,red soil,Ground Nuts,34,0,3,Urea
30.78,72.03,70.0,sandy soil,Maize,26,2,24,Urea
28.14,44.5,35.74,red soil,Paddy,34,3,0,14-35-14
36.75,61.32,50.32,clayey soils,Ground Nuts,23,0,18,28-28
34.03,59.52,31.77,red soil,Sugarcane,41,0,0,10-26-26
29.35,59.63,48.74,clayey soils,Tobacco,12,8,29,14-35-14
36.54,74.27,38.52,red soil,Ground Nuts,13,4,42,17-17-17
29.01,55.34,29.06,clayey soils,Millets,16,0,15,14-35-14
34.65,60.23,61.23,red soil,Ground Nuts,8,0,13,10-26-26
34.12,72.45,52.22,black soil,Ground Nuts,6,10,29,14-35-14
23.2,51.15,44.35,clayey soils,Cotton,39,0,3,28-28
30.61,56.22,43.7,red soil,Maize,11,8,14,17-17-17
34.29,62.12,28.36,loamy soil,Wheat,16,1,34,28-28
27.72,52.05,49.01,clayey soils,Maize,44,0,2,14-35-14
27.44,55.79,34.2,sandy soil,Ground Nuts,35,3,4,Urea
30.48,54.04,50.81,sandy soil,Tobacco,7,7,37,17-17-17
30.94,58.19,66.53,red soil,Sugarcane,21,0,21,17-17-17
36.87,73.12,54.53,sandy soil,Barley,13,0,35,Urea
35.05,70.45,42.95,sandy soil,Millets,24,0,17,Urea
35.26,55.7,38.7,red soil,Millets,19,4,26,DAP
30.84,54.44,38.5,red soil,Wheat,16,3,27,20-20
25.41,56.57,63.78,sandy soil,Paddy,10,8,11,Urea
31.29,48.4,35.57,sandy soil,Barley,13,8,32,10-26-26
33.77,70.96,30.96,red soil,Maize,8,0,10,20-20
22.79,44.82,36.75,clayey soils,Sugarcane,20,0,22,DAP
35.39,55.43,61.72,red soil,Oil seeds,18,0,38,14-35-14
32.69,67.2,30.23,clayey soils,Barley,9,0,38,14-35-14
29.04,52.28,61.27,sandy soil,Maize,12,0,32,20-20
30.97,52.6,49.95,black soil,Wheat,18,0,25,17-17-17
26.51,54.41,25.69,loamy soil,Tobacco,6,18,20,17-17-17
24.14,65.95,36.58,red soil,Millets,5,5,28,DAP
29.44,59.33,21.43,red soil,Cotton,12,1,36,14-35-14
28.89,50.23,31.86,red soil,Wheat,13,0,11,17-17-17
36.76,71.34,50.85,sandy soil,Wheat,9,11,23,20-20
32.93,69.74,37.19,sandy soil,Maize,23,0,15,28-28
25.77,51.57,49.07,clayey soils,Wheat,10,8,32,14-35-14
38.24,69.68,42.29,sandy soil,Ground Nuts,11,4,26,DAP
31.38,57.81,50.23,clayey soils,Barley,8,18,10,20-20
25.77,49.55,51.79,loamy soil,Wheat,26,0,16,17-17-17
33.65,61.98,34.79,red soil,Sugarcane,40,2,0,Urea
34.32,60.9,35.02,loamy soil,Barley,19,0,16,Urea
33.91,65.24,30.22,clayey soils,Cotton,37,0,0,20-20
25.14,56.51,36.84,clayey soils,Millets,17,0,34,17-17-17
24.5,55.97,58.19,loamy soil,Sugarcane,43,2,0,10-26-26
31.41,52.35,70.0,red soil,Paddy,9,0,34,Urea
27.48,58.97,62.73,clayey soils,Pulses,11,4,14,10-26-26
25.28,57.75,55.42,red soil,Tobacco,6,0,40,Urea
24.39,60.54,37.95,clayey soils,Pulses,37,0,0,20-20
34.62,67.2,34.63,red soil,Wheat,4,12,28,17-17-17
30.58,58.47,28.12,sandy soil,Ground Nuts,39,0,0,DAP
30.55,67.12,36.98,sandy soil,Paddy,15,0,37,10-26-26
30.53,61.98,28.75,black soil,Sugarcane,13,4,38,Urea
29.82,68.13,44.94,black soil,Pulses,10,1,38,DAP
22.28,49.48,37.92,red soil,Barley,16,2,15,20-20
30.81,42.46,46.84,black soil,Millets,40,0,0,Urea
29.86,56.95,35.3,black soil,Oil seeds,21,0,22,20-20
32.76,74.84,69.17,red soil,Sugarcane,11,5,29,28-28
35.3,68.25,43.64,red soil,Maize,21,0,18,Urea
36.47,70.93,66.79,black soil,Barley,15,0,43,10-26-26
31.73,56.97,32.88,red soil,Paddy,16,4,44,17-17-17
25.9,51.18,36.61,sandy soil,Barley,5,10,28,14-35-14
30.5,57.68,54.46,sandy soil,Barley,15,4,38,DAP
27.2,71.23,31.58,sandy soil,Cotton,23,0,15,20-20
26.68,69.77,60.71,loamy soil,Wheat,14,11,18,DAP
27.88,53.3,39.79,clayey soils,Sugarcane,15,0,32,28-28
36.39,77.53,52.2,red soil,Sugarcane,40,2,0,28-28
33.67,66.03,37.65,clayey soils,Barley,2,17,16,10-26-26
29.68,51.55,20.35,red soil,Barley,16,0,38,10-26-26
31.25,69.46,61.24,loamy soil,Wheat,4,9,34,Urea
33.27,51.22,37.76,sandy soil,Barley,27,1,19,17-17-17
30.83,56.78,54.65,red soil,Oil seeds,27,0,16,Urea
31.91,73.88,66.05,red soil,Pulses,9,0,34,10-26-26
24.02,45.82,22.13,loamy soil,Paddy,8,0,14,28-28
26.56,65.45,48.14,sandy soil,Maize,16,11,14,20-20
36.41,72.14,37.92,clayey soils,Tobacco,6,0,37,Urea
30.28,45.85,29.12,black soil,Tobacco,3,12,17,DAP
29.18,66.16,70.0,clayey soils,Sugarcane,9,12,33,10-26-26
29.83,58.93,43.95,red soil,Tobacco,33,4,1,17-17-17
37.57,64.34,38.29,black soil,Maize,27,0,16,Urea
29.17,43.7,41.77,loamy soil,Cotton,13,7,9,DAP
30.95,54.47,55.47,red soil,Maize,12,6,32,10-26-26
33.49,63.22,25.31,clayey soils,Maize,10,3,36,28-28
23.56,47.6,35.22,red soil,Pulses,4,12,20,14-35-14
28.59,64.2,42.62,clayey soils,Ground Nuts,5,16,9,10-26-26
27.62,44.14,40.81,loamy soil,Paddy,16,2,37,Urea
36.74,55.56,22.31,red soil,Oil seeds,23,3,23,28-28
35.0,76.24,53.72,clayey soils,Ground Nuts,41,1,0,28-28
32.31,67.68,43.35,red soil,Wheat,8,13,16,14-35-14
25.5,51.34,61.51,loamy soil,Cotton,12,11,27,28-28
34.09,65.92,61.83,loamy soil,Oil seeds,6,5,27,10-26-26
36.05,70.84,30.08,black soil,Barley,22,4,16,14-35-14
32.85,53.6,43.22,loamy soil,Cotton,16,0,40,DAP
32.14,52.59,32.09,clayey soils,Millets,20,0,21,DAP
31.27,66.2,43.52,clayey soils,Cotton,20,4,17,14-35-14
34.61,67.18,64.16,clayey soils,Millets,9,6,29,17-17-17
27.7,60.18,26.58,sandy soil,Cotton,34,2,0,DAP
27.65,50.22,42.85,red soil,Barley,15,3,38,14-35-14
29.61,53.81,38.02,loamy soil,Wheat,8,17,20,17-17-17
29.03,45.0,32.9,black soil,Ground Nuts,46,0,0,20-20
21.4,45.95,67.15,loamy soil,Cotton,13,3,9,28-28
20.36,57.92,61.02,clayey soils,Pulses,37,0,0,10-26-26
37.06,68.81,59.59,sandy soil,Tobacco,37,3,1,17-17-17
27.24,70.93,28.75,clayey soils,Maize,42,0,0,28-28
37.44,67.23,52.54,loamy soil,Tobacco,9,20,22,14-35-14
21.47,45.29,43.45,red soil,Pulses,10,21,14,DAP
31.92,63.7,57.16,loamy soil,Ground Nuts,7,12,31,14-35-14
35.48,60.05,46.78,black soil,Sugarcane,5,11,13,17-17-17
25.04,63.36,32.13,red soil,Paddy,42,1,0,10-26-26
25.47,56.12,37.4,sandy soil,Oil seeds,0,14,13,DAP
32.89,70.11,70.0,red soil,Ground Nuts,17,3,42,DAP
39.22,70.14,42.1,sandy soil,Pulses,6,6,27,DAP
34.39,54.77,35.05,clayey soils,Sugarcane,17,0,35,Urea
26.35,68.18,46.83,sandy soil,Millets,21,0,20,Urea
27.59,49.54,37.53,clayey soils,Pulses,7,0,17,10-26-26
24.8,49.86,36.62,loamy soil,Pulses,18,3,40,Urea
24.66,48.76,43.36,black soil,Millets,5,6,21,DAP
33.86,52.1,38.67,clayey soils,Wheat,14,0,5,20-20
34.8,59.89,59.4,sandy soil,Barley,28,4,22,10-26-26
37.71,69.38,61.7,loamy soil,Barley,11,4,9,Urea
38.41,68.47,56.4,sandy soil,Maize,6,12,23,DAP
22.63,51.01,51.05,loamy soil,Maize,25,0,21,DAP
35.35,62.94,64.74,black soil,Tobacco,9,11,25,14-35-14
27.96,48.06,57.42,clayey soils,Oil seeds,42,0,2,14-35-14
33.46,61.04,40.8,red soil,Cotton,8,3,36,10-26-26
29.66,40.36,36.17,loamy soil,Oil seeds,8,23,12,14-35-14
21.67,49.56,59.18,sandy soil,Oil seeds,8,17,12,Urea
31.17,52.5,39.69,clayey soils,Tobacco,21,0,17,14-35-14
27.94,55.87,36.48,sandy soil,Oil seeds,24,3,18,14-35-14
27.06,57.03,60.52,loamy soil,Maize,11,11,29,17-17-17
23.58,57.41,25.05,red soil,Paddy,34,0,0,14-35-14
24.04,55.63,32.97,red soil,Pulses,4,23,18,Urea
34.57,73.25,39.07,loamy soil,Cotton,40,2,1,DAP
23.34,53.4,38.18,sandy soil,Paddy,3,23,12,20-20
32.49,58.66,46.52,loamy soil,Tobacco,23,0,16,28-28
28.35,60.55,52.54,clayey soils,Barley,26,0,18,DAP
26.77,47.3,36.53,red soil,Barley,23,0,17,Urea
23.9,58.01,40.51,black soil,Barley,25,2,25,20-20
25.47,58.41,26.01,clayey soils,Maize,42,0,1,14-35-14
32.92,67.62,69.72,black soil,Pulses,6,6,31,28-28
30.36,44.69,42.18,red soil,Paddy,43,0,0,14-35-14
29.82,55.72,58.33,loamy soil,Barley,26,1,23,28-28
28.84,63.97,65.22,black soil,Millets,8,11,27,17-17-17
38.35,68.02,65.33,red soil,Sugarcane,18,3,41,DAP
31.65,48.98,39.39,red soil,Wheat,17,0,36,DAP
31.54,65.06,37.86,loamy soil,Wheat,7,1,11,17-17-17
31.58,72.23,37.14,loamy soil,Ground Nuts,12,0,32,14-35-14
21.05,55.2,44.12,clayey soils,Ground Nuts,21,0,23,10-26-26
34.34,59.47,35.55,loamy soil,Maize,25,2,18,Urea
30.3,50.47,46.43,red soil,Cotton,21,0,21,DAP
25.59,65.45,43.71,clayey soils,Sugarcane,12,2,11,17-17-17
31.2,50.23,55.54,loamy soil,Pulses,6,0,19,10-26-26
31.66,64.62,44.32,loamy soil,Sugarcane,17,4,26,Urea
38.18,64.4,34.15,black soil,Oil seeds,10,6,28,14-35-14
30.89,62.85,24.23,red soil,Barley,15,3,33,10-26-26
34.27,52.4,31.73,loamy soil,Cotton,40,0,0,14-35-14
31.36,66.19,53.63,clayey soils,Cotton,15,0,42,14-35-14
29.42,54.67,40.55,sandy soil,Ground Nuts,33,0,0,10-26-26
33.83,65.32,43.13,sandy soil,Tobacco,9,13,23,20-20
30.44,56.5,51.85,sandy soil,Wheat,8,0,11,17-17-17
25.52,48.23,58.6,red soil,Ground Nuts,10,0,30,DAP
32.59,59.67,42.91,red soil,Paddy,12,0,39,Urea
29.65,66.39,49.42,red soil,Millets,14,8,27,28-28
27.13,62.1,64.44,clayey soils,Millets,5,7,37,DAP
31.41,62.69,41.19,sandy soil,Millets,5,17,25,DAP
24.14,60.35,47.55,sandy soil,Oil seeds,23,4,23,20-20
30.95,52.62,32.97,sandy soil,Tobacco,16,0,37,28-28
37.46,68.41,36.8,loamy soil,Millets,15,0,8,Urea
24.96,46.72,36.73,red soil,Sugarcane,25,0,23,DAP
33.51,59.04,44.65,sandy soil,Barley,12,18,16,DAP
35.86,71.33,44.81,sandy soil,Millets,42,1,2,10-26-26
24.48,55.7,30.78,black soil,Paddy,15,3,41,28-28
30.3,42.11,29.89,clayey soils,Tobacco,9,0,45,17-17-17
27.62,56.34,26.36,red soil,Tobacco,11,5,33,28-28
33.46,62.44,56.11,sandy soil,Sugarcane,22,0,21,Urea
31.4,56.45,36.96,sandy soil,Tobacco,19,0,38,14-35-14
26.03,60.45,46.4,black soil,Barley,15,1,39,Urea
27.4,56.16,45.88,sandy soil,Barley,5,14,18,17-17-17
27.9,47.35,51.36,sandy soil,Millets,26,0,23,17-17-17
32.4,77.68,42.34,sandy soil,Pulses,9,0,34,14-35-14
31.2,70.18,40.98,loamy soil,Tobacco,10,14,13,10-26-26
29.97,47.72,39.53,black soil,Paddy,5,21,12,14-35-14
22.15,60.48,34.02,loamy soil,Sugarcane,33,0,0,28-28
28.83,48.57,66.71,sandy soil,Tobacco,40,4,0,28-28
22.8,50.81,39.07,sandy soil,Ground Nuts,24,0,19,DAP
37.29,65.56,39.68,black soil,Millets,22,3,25,20-20
33.44,64.06,51.91,loamy soil,Pulses,19,0,22,17-17-17
35.89,64.76,36.97,loamy soil,Ground Nuts,17,1,13,28-28
32.94,60.91,47.5,black soil,Wheat,6,0,8,28-28
29.25,61.06,48.99,black soil,Pulses,20,0,18,Urea
34.9,67.59,66.01,clayey soils,Ground Nuts,28,0,24,DAP
28.59,68.53,38.94,clayey soils,Maize,10,4,38,DAP
33.19,72.33,65.98,red soil,Maize,36,4,0,DAP
27.56,51.96,40.99,sandy soil,Maize,12,11,18,17-17-17
31.46,59.57,51.47,loamy soil,Wheat,15,0,6,DAP
37.35,58.34,47.42,clayey soils,Sugarcane,36,0,0,Urea
35.62,64.0,37.51,black soil,Cotton,22,0,17,DAP
33.96,65.91,53.47,black soil,Sugarcane,6,15,16,10-26-26
31.91,49.74,29.66,sandy soil,Millets,32,0,0,28-28
27.18,66.92,38.33,red soil,Paddy,15,15,14,DAP
34.37,65.19,43.32,loamy soil,Pulses,10,6,28,14-35-14
26.49,47.78,41.66,black soil,Paddy,34,0,4,17-17-17
26.7,45.04,35.26,loamy soil,Oil seeds,16,0,40,20-20
27.06,54.68,45.88,clayey soils,Ground Nuts,38,0,0,10-26-26
30.97,45.08,52.45,black soil,Tobacco,8,4,39,28-28
25.62,51.09,40.66,clayey soils,Pulses,25,0,20,20-20
33.27,61.23,22.66,red soil,Millets,12,7,28,10-26-26
35.63,68.45,20.0,black soil,Wheat,3,11,26,DAP
27.52,42.81,39.1,loamy soil,Paddy,25,0,20,10-26-26
32.0,58.03,31.37,red soil,Millets,3,0,15,17-17-17
31.78,76.46,33.24,loamy soil,Ground Nuts,10,3,33,17-17-17
30.72,58.16,47.3,red soil,Wheat,21,0,19,Urea
40.0,71.51,47.58,clayey soils,Cotton,10,11,29,10-26-26
29.65,59.65,26.35,red soil,Barley,7,16,19,20-20
32.36,54.03,43.93,red soil,Maize,36,0,0,17-17-17
39.17,74.97,29.8,sandy soil,Pulses,15,0,41,20-20
40.0,71.02,52.73,clayey soils,Wheat,10,0,44,DAP
23.57,44.14,37.94,loamy soil,Tobacco,10,18,16,10-26-26
29.19,65.8,33.2,red soil,Barley,38,1,0,17-17-17
31.77,59.25,32.16,sandy soil,Ground Nuts,8,7,29,20-20
30.66,53.38,41.56,sandy soil,Paddy,9,17,16,10-26-26
31.84,69.56,69.24,clayey soils,Maize,12,10,16,14-35-14
26.63,64.94,56.15,loamy soil,Millets,14,10,19,28-28
38.51,73.59,59.59,clayey soils,Sugarcane,16,14,23,17-17-17
28.28,64.37,33.6,black soil,Wheat,28,0,22,20-20
36.61,58.99,45.91,red soil,Paddy,16,0,12,DAP
33.82,55.15,55.67,red soil,Ground Nuts,42,4,0,10-26-26
30.56,59.57,43.35,sandy soil,Pulses,35,0,4,Urea
24.1,52.08,65.93,sandy soil,Barley,6,0,34,28-28
40.0,67.4,55.78,black soil,Oil seeds,17,2,40,Urea
39.52,75.51,62.39,sandy soil,Sugarcane,13,0,43,14-35-14
31.73,67.18,35.49,red soil,Maize,39,0,0,10-26-26
25.98,52.5,64.54,sandy soil,Sugarcane,15,1,6,17-17-17
37.99,67.95,39.62,sandy soil,Cotton,7,1,37,DAP
28.67,53.83,22.9,sandy soil,Tobacco,15,0,39,10-26-26
29.55,69.71,40.07,red soil,Millets,21,0,24,28-28
25.34,51.79,24.7,clayey soils,Cotton,17,1,43,10-26-26
26.96,58.09,33.74,loamy soil,Millets,12,13,24,17-17-17
21.15,48.8,36.88,loamy soil,Pulses,11,4,10,10-26-26
23.28,54.92,45.0,black soil,Barley,19,0,25,Urea
33.26,75.36,44.89,sandy soil,Millets,38,0,1,17-17-17
33.52,67.5,38.1,clayey soils,Ground Nuts,25,1,20,17-17-17
30.26,47.16,68.58,red soil,Barley,36,2,3,DAP
27.11,61.0,27.46,loamy soil,Paddy,35,0,0,28-28
32.41,62.72,56.06,clayey soils,Tobacco,13,0,34,10-26-26
29.79,67.81,50.66,red soil,Wheat,5,5,29,10-26-26
31.83,68.3,27.79,red soil,Cotton,7,2,27,28-28
32.22,66.16,25.02,red soil,Sugarcane,13,1,36,17-17-17
37.04,63.37,38.19,black soil,Paddy,13,0,36,10-26-26
30.63,43.11,23.48,clayey soils,Oil seeds,17,2,37,Urea
36.12,64.07,33.97,clayey soils,Maize,6,5,25,17-17-17
27.17,58.43,70.0,clayey soils,Cotton,5,5,26,14-35-14
30.35,45.09,59.54,clayey soils,Paddy,8,0,10,17-17-17
23.51,56.63,32.65,sandy soil,Millets,25,0,14,10-26-26
30.62,61.26,38.62,clayey soils,Oil seeds,36,2,0,DAP
26.75,50.01,47.53,loamy soil,Sugarcane,13,12,13,Urea
26.78,67.64,30.81,sandy soil,Ground Nuts,11,14,20,28-28
25.44,56.27,32.82,clayey soils,Tobacco,40,0,0,Urea
32.04,52.11,40.67,loamy soil,Tobacco,41,0,3,20-20
29.51,68.51,21.92,sandy soil,Wheat,24,0,25,28-28
32.56,66.45,25.05,sandy soil,Cotton,43,0,0,Urea
28.13,52.62,45.16,red soil,Wheat,3,10,28,Urea
27.42,63.5,45.7,loamy soil,Barley,23,0,25,Urea
33.83,56.14,43.31,red soil,Paddy,24,0,23,17-17-17
24.06,65.98,28.05,black soil,Ground Nuts,12,19,15,20-20
21.23,44.7,27.36,sandy soil,Millets,4,13,15,Urea
33.91,72.18,53.83,sandy soil,Barley,15,15,12,DAP
30.92,42.88,26.76,sandy soil,Barley,18,3,11,28-28
20.61,49.35,20.0,loamy soil,Oil seeds,12,14,12,14-35-14
32.59,62.11,51.5,black soil,Wheat,5,1,39,17-17-17
31.93,46.41,31.12,sandy soil,Oil seeds,40,0,0,17-17-17
24.01,56.49,43.18,red soil,Paddy,46,0,4,20-20
27.22,51.42,53.92,red soil,Sugarcane,11,2,37,DAP
27.82,65.01,36.96,black soil,Oil seeds,8,13,11,DAP
21.1,51.91,32.91,sandy soil,Cotton,18,0,13,28-28
34.9,69.62,40.23,black soil,Wheat,21,4,20,DAP
23.62,48.41,28.57,sandy soil,Barley,21,3,16,10-26-26
25.1,57.55,23.93,red soil,Paddy,8,0,41,DAP
21.92,52.16,29.78,red soil,Wheat,2,15,17,10-26-26
30.33,51.57,25.0,sandy soil,Paddy,17,20,17,DAP
35.11,58.44,37.33,loamy soil,Ground Nuts,23,0,21,10-26-26
27.45,53.07,54.24,sandy soil,Barley,7,1,39,28-28
25.37,61.39,48.09,red soil,Pulses,20,0,21,14-35-14
34.06,66.03,26.03,loamy soil,Maize,24,0,24,DAP
32.01,71.7,23.49,black soil,Ground Nuts,10,0,35,Urea
26.22,62.62,25.5,clayey soils,Maize,38,0,1,Urea
36.29,62.57,47.91,sandy soil,Paddy,42,0,0,20-20
26.2,59.39,38.04,sandy soil,Ground Nuts,11,0,33,14-35-14
31.61,61.28,70.0,black soil,Tobacco,9,13,32,14-35-14
32.03,63.05,34.64,red soil,Pulses,9,4,44,20-20
31.87,49.23,49.23,sandy soil,Wheat,28,0,19,20-20
21.47,50.02,34.05,red soil,Millets,17,0,38,20-20
29.93,59.13,61.65,loamy soil,Maize,11,17,14,DAP
29.68,46.23,66.65,loamy soil,Paddy,37,0,0,Urea
23.28,44.92,31.48,clayey soils,Pulses,26,0,20,Urea
29.99,48.04,23.13,red soil,Barley,11,2,37,28-28
29.02,55.34,29.32,red soil,Wheat,17,21,18,20-20
30.04,70.55,48.8,loamy soil,Oil seeds,3,19,21,17-17-17
30.52,49.1,40.54,loamy soil,Millets,7,2,10,DAP
26.81,50.5,47.46,loamy soil,Pulses,22,3,16,10-26-26
38.0,66.68,29.78,sandy soil,Cotton,10,0,41,Urea
23.65,42.79,40.9,clayey soils,Oil seeds,35,4,2,14-35-14
29.34,65.43,70.0,sandy soil,Ground Nuts,10,15,13,Urea
32.64,56.9,51.27,sandy soil,Maize,13,8,28,10-26-26
29.21,55.25,39.75,black soil,Ground Nuts,10,3,8,17-17-17
28.94,64.26,68.96,black soil,Millets,14,0,36,20-20
23.94,56.65,31.99,loamy soil,Barley,11,3,10,28-28
27.89,57.64,45.92,red soil,Paddy,40,0,2,10-26-26
25.69,57.09,46.14,loamy soil,Tobacco,13,2,36,28-28
36.12,65.18,32.53,sandy soil,Wheat,19,1,20,17-17-17
34.55,59.02,70.0,clayey soils,Millets,5,12,34,Urea
31.24,69.27,26.9,sandy soil,Wheat,18,0,37,14-35-14
31.43,54.36,22.99,loamy soil,Sugarcane,8,0,43,DAP
33.99,62.76,44.95,sandy soil,Ground Nuts,26,4,21,DAP
27.42,45.99,47.82,black soil,Barley,40,4,3,DAP
34.06,63.07,24.49,clayey soils,Wheat,25,0,20,Urea
30.21,54.2,37.46,black soil,Tobacco,40,4,0,20-20
32.51,61.04,31.07,red soil,Sugarcane,9,0,38,Urea
24.54,53.73,20.6,clayey soils,Pulses,18,16,12,10-26-26
27.59,60.38,29.02,clayey soils,Maize,35,4,4,17-17-17
36.55,67.98,40.42,clayey soils,Cotton,3,23,23,DAP
26.27,52.98,39.19,black soil,Pulses,10,12,13,DAP
32.71,79.55,37.63,red soil,Paddy,11,0,39,10-26-26
29.6,54.82,64.66,red soil,Maize,36,0,0,20-20
27.94,56.62,29.68,loamy soil,Wheat,39,0,0,10-26-26
34.57,78.28,41.55,red soil,Wheat,9,4,35,17-17-17
28.63,55.59,41.33,red soil,Pulses,9,0,42,10-26-26
26.97,58.0,52.93,black soil,Oil seeds,19,0,26,Urea
26.3,61.31,49.46,loamy soil,Tobacco,12,0,7,10-26-26
31.75,60.66,70.0,red soil,Barley,3,7,33,14-35-14
34.36,60.34,38.08,clayey soils,Wheat,17,3,22,20-20
25.33,50.43,55.18,sandy soil,Maize,6,22,11,14-35-14
36.33,57.1,27.1,sandy soil,Paddy,24,0,23,20-20
28.09,63.65,22.19,sandy soil,Millets,10,1,38,28-28
27.18,50.81,27.65,sandy soil,Ground Nuts,9,4,40,14-35-14
30.18,72.18,46.54,loamy soil,Pulses,39,0,0,14-35-14
26.11,59.94,70.0,loamy soil,Oil seeds,41,0,0,DAP
26.73,53.73,35.6,sandy soil,Millets,19,0,24,28-28
22.88,50.27,31.25,sandy soil,Maize,8,22,11,14-35-14
31.09,64.92,39.02,red soil,Wheat,11,0,37,17-17-17
25.78,62.23,52.74,clayey soils,Tobacco,3,6,33,Urea
27.26,44.35,28.6,black soil,Paddy,31,2,0,14-35-14
28.54,58.89,24.6,clayey soils,Wheat,16,0,41,20-20
32.33,61.55,52.38,sandy soil,Oil seeds,12,0,10,10-26-26
27.26,47.32,67.89,sandy soil,Maize,10,0,13,17-17-17
25.84,53.73,49.86,loamy soil,Millets,8,5,28,28-28
31.67,70.69,60.18,red soil,Ground Nuts,6,10,25,10-26-26
33.9,63.27,38.72,red soil,Paddy,16,1,28,14-35-14
35.64,69.14,49.98,black soil,Cotton,1,4,32,28-28
29.95,49.83,44.85,red soil,Barley,16,0,38,Urea
27.49,67.39,29.17,loamy soil,Maize,7,4,10,28-28
38.65,65.81,70.0,red soil,Tobacco,18,1,42,17-17-17
27.8,59.46,52.44,red soil,Tobacco,10,8,35,20-20
28.11,66.77,34.26,red soil,Wheat,3,18,21,DAP
27.83,50.6,54.62,clayey soils,Cotton,9,2,36,Urea
33.42,55.21,54.88,clayey soils,Oil seeds,7,12,15,20-20
31.61,60.35,55.88,red soil,Cotton,2,14,10,Urea
33.09,48.02,24.74,clayey soils,Wheat,6,2,31,DAP
37.89,65.59,59.98,black soil,Maize,4,11,29,Urea
36.36,71.72,62.3,red soil,Millets,7,18,15,DAP
33.84,54.6,41.99,red soil,Sugarcane,19,0,16,DAP
32.31,67.96,62.73,clayey soils,Barley,16,0,33,10-26-26
29.04,61.46,26.78,sandy soil,Tobacco,22,3,20,17-17-17
27.86,50.22,35.4,red soil,Pulses,32,0,0,20-20
28.55,50.4,41.51,sandy soil,Millets,23,0,28,28-28
24.0,59.32,44.9,red soil,Wheat,35,2,2,20-20
31.22,58.05,35.74,black soil,Ground Nuts,1,15,18,10-26-26
26.2,52.3,56.27,clayey soils,Paddy,10,3,36,14-35-14
30.75,53.95,62.15,loamy soil,Wheat,16,4,6,10-26-26
29.58,59.37,36.3,loamy soil,Barley,33,3,0,10-26-26
29.54,48.75,47.25,sandy soil,Cotton,10,9,12,DAP
28.73,62.78,46.34,red soil,Millets,40,0,2,14-35-14
25.55,50.51,49.12,clayey soils,Sugarcane,25,0,23,DAP
38.74,67.83,43.16,loamy soil,Ground Nuts,41,4,4,DAP
30.04,56.4,48.79,sandy soil,Maize,35,0,0,10-26-26
40.0,53.17,33.02,red soil,Tobacco,15,0,39,DAP
31.09,65.51,44.74,black soil,Cotton,10,1,11,17-17-17
21.85,49.88,44.21,clayey soils,Barley,20,4,20,10-26-26
31.7,58.19,66.88,loamy soil,Wheat,36,0,3,28-28
